0	2.073e-06
1	2.073e-06
2	2.073e-06
3	2.073e-06
4	2.073e-06
5	2.073e-06
6	2.073e-06
7	2.073e-06
8	2.073e-06
9	2.073e-06
10	2.073e-06
11	2.0731e-06
12	2.0731e-06
13	2.0731e-06
14	2.0732e-06
15	2.0734e-06
16	2.0735e-06
17	2.0738e-06
18	2.0743e-06
19	2.0749e-06
20	2.0758e-06
21	2.0771e-06
22	2.0789e-06
23	2.0815e-06
24	2.085e-06
25	2.0898e-06
26	2.0963e-06
27	2.1049e-06
28	2.1162e-06
29	2.1309e-06
30	2.1498e-06
31	2.1737e-06
32	2.2038e-06
33	2.241e-06
34	2.2866e-06
35	2.3417e-06
36	2.4076e-06
37	2.4855e-06
38	2.5764e-06
39	2.6813e-06
40	2.8009e-06
41	2.9356e-06
42	3.0855e-06
43	3.2504e-06
44	3.4296e-06
45	3.6221e-06
46	3.8265e-06
47	4.0407e-06
48	4.2628e-06
49	4.4902e-06
50	4.7204e-06
51	4.9505e-06
52	5.178e-06
53	5.4e-06
54	5.6143e-06
55	5.8186e-06
56	6.0111e-06
57	6.1904e-06
58	6.3553e-06
59	6.5052e-06
60	6.6399e-06
61	6.7594e-06
62	6.8643e-06
63	6.9553e-06
64	7.0331e-06
65	7.0991e-06
66	7.1542e-06
67	7.1998e-06
68	7.237e-06
69	7.267e-06
70	7.291e-06
71	7.3099e-06
72	7.3246e-06
73	7.3359e-06
74	7.3445e-06
75	7.351e-06
76	7.3558e-06
77	7.3593e-06
78	7.3619e-06
79	7.3637e-06
80	7.365e-06
81	7.3659e-06
82	7.3665e-06
83	7.3669e-06
84	7.3672e-06
85	7.3674e-06
86	7.3676e-06
87	7.3676e-06
88	7.3677e-06
89	7.3677e-06
90	7.3677e-06
91	7.3678e-06
92	7.3678e-06
93	7.3678e-06
94	7.3678e-06
95	7.3678e-06
96	7.3678e-06
97	7.3678e-06
98	7.3678e-06
99	7.3678e-06
100	7.3678e-06
101	7.3678e-06
102	7.3678e-06
103	7.3678e-06
104	7.3678e-06
105	7.3678e-06
106	7.3678e-06
107	7.3678e-06
108	7.3678e-06
109	7.3678e-06
110	7.3678e-06
111	7.3678e-06
112	7.3678e-06
113	7.3678e-06
114	7.3678e-06
115	7.3678e-06
116	7.3678e-06
117	7.3678e-06
118	7.3678e-06
119	7.3678e-06
120	7.3678e-06
121	7.3678e-06
122	7.3678e-06
123	7.3678e-06
124	7.3678e-06
125	7.3678e-06
126	7.3678e-06
127	7.3678e-06
128	7.3678e-06
129	7.3678e-06
130	7.3678e-06
131	7.3678e-06
132	7.3678e-06
133	7.3678e-06
134	7.3678e-06
135	7.3678e-06
136	7.3678e-06
137	7.3678e-06
138	7.3678e-06
139	7.3678e-06
140	7.3678e-06
141	7.3678e-06
142	7.3678e-06
143	7.3678e-06
144	7.3678e-06
145	7.3678e-06
146	7.3678e-06
147	7.3678e-06
148	7.3678e-06
149	7.3678e-06
150	7.3678e-06
151	7.3678e-06
152	7.3678e-06
153	7.3678e-06
154	7.3678e-06
155	7.3678e-06
156	7.3678e-06
157	7.3678e-06
158	7.3678e-06
159	7.3678e-06
160	7.3678e-06
161	7.3678e-06
162	7.3678e-06
163	7.3678e-06
164	7.3678e-06
165	7.3678e-06
166	7.3678e-06
167	7.3678e-06
168	7.3678e-06
169	7.3678e-06
