0	2.073e-06
1	2.073e-06
2	2.073e-06
3	2.073e-06
4	2.073e-06
5	2.073e-06
6	2.073e-06
7	2.073e-06
8	2.073e-06
9	2.073e-06
10	2.073e-06
11	2.0731e-06
12	2.0731e-06
13	2.0732e-06
14	2.0733e-06
15	2.0735e-06
16	2.0738e-06
17	2.0742e-06
18	2.0749e-06
19	2.0758e-06
20	2.0772e-06
21	2.0791e-06
22	2.0818e-06
23	2.0856e-06
24	2.0909e-06
25	2.098e-06
26	2.1077e-06
27	2.1205e-06
28	2.1373e-06
29	2.1592e-06
30	2.1874e-06
31	2.2231e-06
32	2.2678e-06
33	2.3233e-06
34	2.3912e-06
35	2.4733e-06
36	2.5715e-06
37	2.6876e-06
38	2.823e-06
39	2.9793e-06
40	3.1574e-06
41	3.358e-06
42	3.5813e-06
43	3.827e-06
44	4.094e-06
45	4.3808e-06
46	4.6852e-06
47	5.0044e-06
48	5.3352e-06
49	5.674e-06
50	6.0169e-06
51	6.3598e-06
52	6.6986e-06
53	7.0294e-06
54	7.3486e-06
55	7.653e-06
56	7.9398e-06
57	8.2068e-06
58	8.4524e-06
59	8.6758e-06
60	8.8764e-06
61	9.0545e-06
62	9.2108e-06
63	9.3462e-06
64	9.4623e-06
65	9.5605e-06
66	9.6426e-06
67	9.7105e-06
68	9.766e-06
69	9.8107e-06
70	9.8464e-06
71	9.8745e-06
72	9.8964e-06
73	9.9133e-06
74	9.9261e-06
75	9.9358e-06
76	9.9429e-06
77	9.9482e-06
78	9.952e-06
79	9.9547e-06
80	9.9566e-06
81	9.958e-06
82	9.9589e-06
83	9.9595e-06
84	9.96e-06
85	9.9603e-06
86	9.9604e-06
87	9.9606e-06
88	9.9607e-06
89	9.9607e-06
90	9.9607e-06
91	9.9608e-06
92	9.9608e-06
93	9.9608e-06
94	9.9608e-06
95	9.9608e-06
96	9.9608e-06
97	9.9608e-06
98	9.9608e-06
99	9.9608e-06
100	9.9608e-06
101	9.9608e-06
102	9.9608e-06
103	9.9608e-06
104	9.9608e-06
105	9.9608e-06
106	9.9608e-06
107	9.9608e-06
108	9.9608e-06
109	9.9608e-06
110	9.9608e-06
111	9.9608e-06
112	9.9608e-06
113	9.9608e-06
114	9.9608e-06
115	9.9608e-06
116	9.9608e-06
117	9.9608e-06
118	9.9608e-06
119	9.9608e-06
120	9.9608e-06
121	9.9608e-06
122	9.9608e-06
123	9.9608e-06
124	9.9608e-06
125	9.9608e-06
126	9.9608e-06
127	9.9608e-06
128	9.9608e-06
129	9.9608e-06
130	9.9608e-06
131	9.9608e-06
132	9.9608e-06
133	9.9608e-06
134	9.9608e-06
135	9.9608e-06
136	9.9608e-06
137	9.9608e-06
138	9.9608e-06
139	9.9608e-06
140	9.9608e-06
141	9.9608e-06
142	9.9608e-06
143	9.9608e-06
144	9.9608e-06
145	9.9608e-06
146	9.9608e-06
147	9.9608e-06
148	9.9608e-06
149	9.9608e-06
150	9.9608e-06
151	9.9608e-06
152	9.9608e-06
153	9.9608e-06
154	9.9608e-06
155	9.9608e-06
156	9.9608e-06
157	9.9608e-06
158	9.9608e-06
159	9.9608e-06
160	9.9608e-06
161	9.9608e-06
162	9.9608e-06
163	9.9608e-06
164	9.9608e-06
165	9.9608e-06
166	9.9608e-06
167	9.9608e-06
168	9.9608e-06
169	9.9608e-06
